word_0,hits_0,word_1,hits_1,word_2,hits_2,word_3,hits_3,word_4,hits_4
salet,GYBBB,cramp,BBGGB,swami,GGGGG,     ,     ,     ,     
salet,GYBBB,cramp,BBGGG,swamp,GGGGG,     ,     ,     ,     
salet,GYBBB,cramp,BBGYB,smash,GGGGG,     ,     ,     ,     
salet,GYBBB,cramp,BBGYY,spasm,GGGGG,     ,     ,     ,     
salet,GYBBB,cramp,BBYBB,squad,GGGGG,     ,     ,     ,     
salet,GYBBB,cramp,BBYGB,sigma,GGGGG,     ,     ,     ,     
salet,GYBBB,cramp,BYGBB,shard,GGGGB,shark,GGGGG,     ,     
salet,GYBBB,cramp,BYGBB,shard,GGGGG,     ,     ,     ,     
salet,GYBBB,cramp,BYGBG,sharp,GGGGG,     ,     ,     ,     
salet,GYBBB,cramp,BYGBY,spark,GGGGG,     ,     ,     ,     
salet,GYBBB,cramp,BYGYB,swarm,GGGGG,     ,     ,     ,     
salet,GYBBB,cramp,BYYBB,sonar,GBBGG,sugar,GGGGG,     ,     
salet,GYBBB,cramp,BYYBB,sonar,GGGGG,     ,     ,     ,     
salet,GYBBB,cramp,BYYBY,spray,GGGGG,     ,     ,     ,     
salet,GYBBB,cramp,YBGBB,shack,GBGGG,snack,GGGGG,     ,     
salet,GYBBB,cramp,YBGBB,shack,GGGGG,     ,     ,     ,     
salet,GYBBB,cramp,YBGGG,scamp,GGGGG,     ,     ,     ,     
salet,GYBBB,cramp,YBGYB,smack,GGGGG,     ,     ,     ,     
salet,GYBBB,cramp,YBYBB,scuba,GGGGG,     ,     ,     ,     
salet,GYBBB,cramp,YBYYB,sumac,GGGGG,     ,     ,     ,     
salet,GYBBB,cramp,YYGBB,scarf,GGGGB,scary,GGGGG,     ,     
salet,GYBBB,cramp,YYGBB,scarf,GGGGG,     ,     ,     ,     
salet,GYBBB,cramp,YYYBG,scrap,GGGGG,     ,     ,     ,     
salet,GYBBB,cramp,YYYYB,scram,GGGGG,     ,     ,     ,     
salet,GYBBG,start,GBGBG,scant,GBGBG,shaft,GGGGG,     ,     
salet,GYBBG,start,GBGBG,scant,GGGGG,     ,     ,     ,     
salet,GYBBG,start,GBGGG,smart,GGGGG,     ,     ,     ,     
salet,GYBBG,start,GBYBG,squat,GGGGG,     ,     ,     ,     
salet,GYBBG,start,GGGGG,     ,     ,     ,     ,     ,     
salet,GYBBY,prink,BBBBB,staff,GGGBB,stash,GGGGG,     ,     
salet,GYBBY,prink,BBBBB,staff,GGGGG,     ,     ,     ,     
salet,GYBBY,prink,BBBBB,staff,GYGBB,swath,GGGGG,     ,     
salet,GYBBY,prink,BBBBG,stack,GGGGG,     ,     ,     ,     
salet,GYBBY,prink,BBBGB,stand,GGGGG,     ,     ,     ,     
salet,GYBBY,prink,BBBGG,stank,GGGGG,     ,     ,     ,     
salet,GYBBY,prink,BBYBB,staid,GGGGG,     ,     ,     ,     
salet,GYBBY,prink,BBYYB,stain,GGGGG,     ,     ,     ,     
salet,GYBBY,prink,BYBBB,straw,GGGGB,stray,GGGGG,     ,     
salet,GYBBY,prink,BYBBB,straw,GGGGG,     ,     ,     ,     
salet,GYBBY,prink,BYBBG,stark,GGGGG,     ,     ,     ,     
salet,GYBBY,prink,BYYBB,stair,GGGGG,     ,     ,     ,     
salet,GYBBY,prink,YBBBB,stamp,GGGGG,     ,     ,     ,     
salet,GYBBY,prink,YYBBB,strap,GGGGG,     ,     ,     ,     
salet,GYBYB,pharm,BBGBB,snake,GBGBG,suave,GGGGG,     ,     
salet,GYBYB,pharm,BBGBB,snake,GGGGG,     ,     ,     ,     
salet,GYBYB,pharm,BBGGB,scare,GBGGG,snare,GGGGG,     ,     
salet,GYBYB,pharm,BBGGB,scare,GGGGG,     ,     ,     ,     
salet,GYBYB,pharm,BBYBB,sedan,GGGGG,     ,     ,     ,     
salet,GYBYB,pharm,BBYBB,sedan,GYBGY,sneak,GGGGG,     ,     
salet,GYBYB,pharm,BBYYB,swear,GGGGG,     ,     ,     ,     
salet,GYBYB,pharm,BBYYY,smear,GGGGG,     ,     ,     ,     
salet,GYBYB,pharm,BGGBB,shave,GGGBG,shade,GGGBG,shake,GGGGG
salet,GYBYB,pharm,BGGBB,shave,GGGBG,shade,GGGGG,     ,     
salet,GYBYB,pharm,BGGBB,shave,GGGGG,     ,     ,     ,     
salet,GYBYB,pharm,BGGBY,shame,GGGGG,     ,     ,     ,     
salet,GYBYB,pharm,BGGGB,share,GGGGG,     ,     ,     ,     
salet,GYBYB,pharm,BGYYB,shear,GGGGG,     ,     ,     ,     
salet,GYBYB,pharm,YBGBB,space,GGGBG,spade,GGGGG,     ,     
salet,GYBYB,pharm,YBGBB,space,GGGGG,     ,     ,     ,     
salet,GYBYB,pharm,YBGGB,spare,GGGGG,     ,     ,     ,     
salet,GYBYB,pharm,YBYBB,sepia,GGGGG,     ,     ,     ,     
salet,GYBYB,pharm,YBYBB,sepia,GYYBY,speak,GGGGG,     ,     
salet,GYBYB,pharm,YBYYB,spear,GGGGG,     ,     ,     ,     
salet,GYBYB,pharm,YGGBB,shape,GGGGG,     ,     ,     ,     
salet,GYBYG,sweat,GGGGG,     ,     ,     ,     ,     ,     
salet,GYBYY,grike,BBBBG,state,GGGBG,stave,GGGGG,     ,     
salet,GYBYY,grike,BBBBG,state,GGGGG,     ,     ,     ,     
salet,GYBYY,grike,BBBBY,stead,GGGGB,steam,GGGGG,     ,     
salet,GYBYY,grike,BBBBY,stead,GGGGG,     ,     ,     ,     
salet,GYBYY,grike,BBBGG,stake,GGGGG,     ,     ,     ,     
salet,GYBYY,grike,BBBYG,skate,GGGGG,     ,     ,     ,     
salet,GYBYY,grike,BBBYY,steak,GGGGG,     ,     ,     ,     
salet,GYBYY,grike,BYBBG,stare,GGGGG,     ,     ,     ,     
salet,GYBYY,grike,YBBBG,stage,GGGGG,     ,     ,     ,     
salet,GYGBB,solar,GGGGG,     ,     ,     ,     ,     ,     
salet,GYGBG,splat,GGGGG,     ,     ,     ,     ,     ,     
salet,GYYBB,chill,BBBBG,snarl,GGGGG,     ,     ,     ,     
salet,GYYBB,chill,BBBGG,small,GGGGG,     ,     ,     ,     
salet,GYYBB,chill,BBBYB,slang,GGGGG,     ,     ,     ,     
salet,GYYBB,chill,BBYBG,snail,GGGGG,     ,     ,     ,     
salet,GYYBB,chill,BBYYB,slain,GGGGG,     ,     ,     ,     
salet,GYYBB,chill,BGBBG,shawl,GGGGG,     ,     ,     ,     
salet,GYYBB,chill,BGBBG,shawl,GGYBG,shoal,GGGGG,     ,     
salet,GYYBB,chill,BGBGG,shall,GGGGG,     ,     ,     ,     
salet,GYYBB,chill,BYBYB,slash,GGGGG,     ,     ,     ,     
salet,GYYBB,chill,YBBGB,scaly,GGGGB,scald,GGGGB,scalp,GGGGG
salet,GYYBB,chill,YBBGB,scaly,GGGGB,scald,GGGGG,     ,     
salet,GYYBB,chill,YBBGB,scaly,GGGGG,     ,     ,     ,     
salet,GYYBB,chill,YBBYB,slack,GGGGG,     ,     ,     ,     
salet,GYYBG,shalt,GBGYG,slant,GGGGG,     ,     ,     ,     
salet,GYYBG,shalt,GGGGG,     ,     ,     ,     ,     ,     
salet,GYYBY,stalk,GGGGB,stall,GGGGG,     ,     ,     ,     
salet,GYYBY,stalk,GGGGG,     ,     ,     ,     ,     ,     
salet,GYYYB,scale,GBGGG,shale,GGGGG,     ,     ,     ,     
salet,GYYYB,scale,GGGGG,     ,     ,     ,     ,     ,     
salet,GYYYY,slate,GGGGG,     ,     ,     ,     ,     ,     
salet,GYYYY,slate,GYGYG,stale,GGGGG,     ,     ,     ,     
salet,GYYYY,slate,GYYYY,steal,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,BBBBB,brisk,BBBGB,gypsy,GGGGG,     ,     
salet,YBBBB,mucho,BBBBB,brisk,BBYGB,gipsy,GGGGG,     ,     
salet,YBBBB,mucho,BBBBB,brisk,BBYYB,wispy,GGGGG,     ,     
salet,YBBBB,mucho,BBBBB,brisk,BGGGG,frisk,GGGGG,     ,     
salet,YBBBB,mucho,BBBBB,brisk,BYYYY,risky,GGGGG,     ,     
salet,YBBBB,mucho,BBBBB,brisk,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,BBBBY,dross,BBGGB,kiosk,GGGGG,     ,     
salet,YBBBB,mucho,BBBBY,dross,BBYGB,noisy,GGGGG,     ,     
salet,YBBBB,mucho,BBBBY,dross,BBYGY,bossy,GGGGG,     ,     
salet,YBBBB,mucho,BBBBY,dross,BBYYB,bison,GGGGG,     ,     
salet,YBBBB,mucho,BBBBY,dross,BGGGG,gross,GGGGG,     ,     
salet,YBBBB,mucho,BBBBY,dross,BYYYB,visor,GGGGG,     ,     
salet,YBBBB,mucho,BBBBY,dross,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,BBBGB,fishy,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,BBBYB,whisk,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,BBYBB,crisp,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,BBYBG,disco,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,BBYBY,cross,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,BGBBB,dusky,BGGBG,fussy,GGGGG,     ,     
salet,YBBBB,mucho,BGBBB,dusky,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,BGBGB,bushy,BGGGG,pushy,GGGGG,     ,     
salet,YBBBB,mucho,BGBGB,bushy,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,BGBYB,husky,GGGBG,hussy,GGGGG,     ,     
salet,YBBBB,mucho,BGBYB,husky,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,BYBBB,using,GGBBB,usurp,GGGGG,     ,     
salet,YBBBB,mucho,BYBBB,using,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,BYBBB,using,YYYBB,virus,GGGGG,     ,     
salet,YBBBB,mucho,BYBBY,bonus,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,BYBYB,brush,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,BYGBB,ficus,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,BYGBY,focus,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,BYYYB,crush,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,GBBBB,missy,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,GBBBY,mossy,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,GGBBB,musky,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,GGBGB,mushy,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,GGGBB,mucus,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,GGYBB,music,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,GYBBB,minus,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,YBBBB,prism,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,YBBBY,bosom,GGGGG,     ,     ,     ,     
salet,YBBBB,mucho,YGBYB,humus,GGGGG,     ,     ,     ,     
salet,YBBBG,moria,BBBGB,visit,GGGGG,     ,     ,     ,     
salet,YBBBG,moria,BBBYB,twist,GGGGG,     ,     ,     ,     
salet,YBBBG,moria,BBGBB,burst,GGGGG,     ,     ,     ,     
salet,YBBBG,moria,BBGYB,first,GGGGG,     ,     ,     ,     
salet,YBBBG,moria,BBYBB,crust,BGBGG,tryst,GGGGG,     ,     
salet,YBBBG,moria,BBYBB,crust,BGGGG,trust,GGGGG,     ,     
salet,YBBBG,moria,BBYBB,crust,GGGGG,     ,     ,     ,     
salet,YBBBG,moria,BBYYB,wrist,GGGGG,     ,     ,     ,     
salet,YBBBG,moria,BGBBB,boost,BGBGG,joust,GGGGG,     ,     
salet,YBBBG,moria,BGBBB,boost,GGGGG,     ,     ,     ,     
salet,YBBBG,moria,BGBGB,posit,GGGGG,     ,     ,     ,     
salet,YBBBG,moria,BGBYB,joist,BGGGG,foist,BGGGG,hoist,GGGGG
salet,YBBBG,moria,BGBYB,joist,BGGGG,foist,GGGGG,     ,     
salet,YBBBG,moria,BGBYB,joist,GGGGG,     ,     ,     ,     
salet,YBBBG,moria,BGGBB,worst,GGGGG,     ,     ,     ,     
salet,YBBBG,moria,BGYBB,roost,GGGGG,     ,     ,     ,     
salet,YBBBG,moria,BYBBB,ghost,GGGGG,     ,     ,     ,     
salet,YBBBG,moria,BYYBB,frost,GGGGG,     ,     ,     ,     
salet,YBBBG,moria,GBBYB,midst,GGGGG,     ,     ,     ,     
salet,YBBBG,moria,GGBYB,moist,GGGGG,     ,     ,     ,     
salet,YBBBY,gourd,BBBBB,tipsy,GGGGG,     ,     ,     ,     
salet,YBBBY,gourd,BBGYB,truss,GGGGG,     ,     ,     ,     
salet,YBBBY,gourd,BBYBB,musty,GGGGG,     ,     ,     ,     
salet,YBBBY,gourd,BBYBY,dusty,GGGGG,     ,     ,     ,     
salet,YBBBY,gourd,BBYYB,rusty,GGGGG,     ,     ,     ,     
salet,YBBBY,gourd,BGBYB,torso,GGGGG,     ,     ,     ,     
salet,YBBBY,gourd,BGYYB,torus,GGGGG,     ,     ,     ,     
salet,YBBBY,gourd,GBYBB,gusty,GGGGG,     ,     ,     ,     
salet,YBBBY,gourd,GYYBB,gusto,GGGGG,     ,     ,     ,     
salet,YBBGB,risen,BBGGB,bused,GGGGG,     ,     ,     ,     
salet,YBBGB,risen,BBGGY,nosey,GGGGG,     ,     ,     ,     
salet,YBBGB,risen,GGGGB,riser,GGGGG,     ,     ,     ,     
salet,YBBGB,risen,GGGGG,     ,     ,     ,     ,     ,     
salet,YBBGB,risen,YBGGB,poser,GGGGG,     ,     ,     ,     
salet,YBBGB,risen,YBYGB,usher,GGGGG,     ,     ,     ,     
salet,YBBGB,risen,YGGGB,miser,BGGGG,wiser,GGGGG,     ,     
salet,YBBGB,risen,YGGGB,miser,GGGGG,     ,     ,     ,     
salet,YBBGG,unset,BBGGG,beset,BGGGG,reset,GGGGG,     ,     
salet,YBBGG,unset,BBGGG,beset,GGGGG,     ,     ,     ,     
salet,YBBGG,unset,BGGGG,onset,GGGGG,     ,     ,     ,     
salet,YBBGG,unset,GBGGG,upset,GGGGG,     ,     ,     ,     
salet,YBBGG,unset,GGGGG,     ,     ,     ,     ,     ,     
salet,YBBGY,ester,GGGGG,     ,     ,     ,     ,     ,     
salet,YBBYB,rhone,BBBBG,geese,BBBYG,issue,GGGGG,     ,     
salet,YBBYB,rhone,BBBBG,geese,GBBGG,guise,GGGGG,     ,     
salet,YBBYB,rhone,BBBBG,geese,GGGGG,     ,     ,     ,     
salet,YBBYB,rhone,BBBBY,guess,BBYYB,pesky,GGGGG,     ,     
salet,YBBYB,rhone,BBBBY,guess,GGGGG,     ,     ,     ,     
salet,YBBYB,rhone,BBBYG,dense,BYYYG,ensue,GGGGG,     ,     
salet,YBBYB,rhone,BBBYG,dense,GGGGG,     ,     ,     ,     
salet,YBBYB,rhone,BBGBG,goose,BGGGG,moose,GGGGG,     ,     
salet,YBBYB,rhone,BBGBG,goose,GGGGG,     ,     ,     ,     
salet,YBBYB,rhone,BBGYG,noose,GGGGG,     ,     ,     ,     
salet,YBBYB,rhone,BBYBG,poise,BGBGG,mouse,GGGGG,     ,     
salet,YBBYB,rhone,BBYBG,poise,BYBGG,obese,GGGGG,     ,     
salet,YBBYB,rhone,BBYBG,poise,GGBGG,posse,GGGGG,     ,     
salet,YBBYB,rhone,BBYBG,poise,GGGGG,     ,     ,     ,     
salet,YBBYB,rhone,BBYBG,poise,YGBGG,copse,GGGGG,     ,     
salet,YBBYB,rhone,BBYBY,poesy,GGGGG,     ,     ,     ,     
salet,YBBYB,rhone,BBYYG,noise,GGGGG,     ,     ,     ,     
salet,YBBYB,rhone,BGBBY,chess,GGGGG,     ,     ,     ,     
salet,YBBYB,rhone,BGGBG,chose,BGGGG,whose,GGGGG,     ,     
salet,YBBYB,rhone,BGGBG,chose,GGGGG,     ,     ,     ,     
salet,YBBYB,rhone,BYYBG,house,GGGGG,     ,     ,     ,     
salet,YBBYB,rhone,GBBBG,reuse,GGGGG,     ,     ,     ,     
salet,YBBYB,rhone,GBBBY,rebus,GGGGG,     ,     ,     ,     
salet,YBBYB,rhone,GBBYG,rinse,GGGGG,     ,     ,     ,     
salet,YBBYB,rhone,GBBYY,resin,GGGGG,     ,     ,     ,     
salet,YBBYB,rhone,GBYBG,rouse,GGGGG,     ,     ,     ,     
salet,YBBYB,rhone,YBBBG,curse,BBGGG,verse,GGGGG,     ,     
salet,YBBYB,rhone,YBBBG,curse,BGGGG,purse,GGGGG,     ,     
salet,YBBYB,rhone,YBBBG,curse,GGGGG,     ,     ,     ,     
salet,YBBYB,rhone,YBBBY,press,BGGGG,cress,BGGGG,dress,GGGGG
salet,YBBYB,rhone,YBBBY,press,BGGGG,cress,GGGGG,     ,     
salet,YBBYB,rhone,YBBBY,press,GGGGG,     ,     ,     ,     
salet,YBBYB,rhone,YBBYG,nurse,GGGGG,     ,     ,     ,     
salet,YBBYB,rhone,YBGBG,prose,GGGGG,     ,     ,     ,     
salet,YBBYB,rhone,YBYBG,worse,GGGGG,     ,     ,     ,     
salet,YBBYB,rhone,YBYBY,verso,GGGGG,     ,     ,     ,     
salet,YBBYB,rhone,YYBBY,fresh,GGGGG,     ,     ,     ,     
salet,YBBYB,rhone,YYYBG,horse,GGGGG,     ,     ,     ,     
salet,YBBYG,quich,BBBBB,wrest,GGGGG,     ,     ,     ,     
salet,YBBYG,quich,BBBYB,crest,GGGGG,     ,     ,     ,     
salet,YBBYG,quich,BBBYY,chest,GGGGG,     ,     ,     ,     
salet,YBBYG,quich,BBGBB,exist,GGGGG,     ,     ,     ,     
salet,YBBYG,quich,BBGBY,heist,GGGGG,     ,     ,     ,     
salet,YBBYG,quich,BGBBB,guest,GGGGG,     ,     ,     ,     
salet,YBBYG,quich,GGBBB,quest,GGGGG,     ,     ,     ,     
salet,YBBYY,troth,BBBGB,zesty,GGGGG,     ,     ,     ,     
salet,YBBYY,troth,BBYGB,pesto,GGGGG,     ,     ,     ,     
salet,YBBYY,troth,GBBBB,tense,GGGGG,     ,     ,     ,     
salet,YBBYY,troth,GBBBY,these,GGGGG,     ,     ,     ,     
salet,YBBYY,troth,GBBGB,testy,GGGGG,     ,     ,     ,     
salet,YBBYY,troth,GBGBY,those,GGGGG,     ,     ,     ,     
salet,YBBYY,troth,GYBBB,terse,GGGGG,     ,     ,     ,     
salet,YBBYY,troth,YBBBB,fetus,GGGGG,     ,     ,     ,     
salet,YBBYY,troth,YBYBY,ethos,GGGGG,     ,     ,     ,     
salet,YBGGG,islet,GGGGG,     ,     ,     ,     ,     ,     
salet,YBGYB,pulse,BBGGY,welsh,GGGGG,     ,     ,     ,     
salet,YBGYB,pulse,GGGGG,     ,     ,     ,     ,     ,     
salet,YBYBB,floss,BGBGB,blush,BGGGG,plush,GGGGG,     ,     
salet,YBYBB,floss,BGBGB,blush,GGGGG,     ,     ,     ,     
salet,YBYBB,floss,BGBGG,bliss,GGGGG,     ,     ,     ,     
salet,YBYBB,floss,BGGGG,gloss,GGGGG,     ,     ,     ,     
salet,YBYBB,floss,BYBBG,lupus,GGGGG,     ,     ,     ,     
salet,YBYBB,floss,BYYBG,locus,GGGGG,     ,     ,     ,     
salet,YBYBB,floss,BYYGB,lousy,GGGGG,     ,     ,     ,     
salet,YBYBB,floss,GGBGB,flush,GGGGG,     ,     ,     ,     
salet,YBYBB,floss,GGGGG,     ,     ,     ,     ,     ,     
salet,YBYBY,lusty,GGGGG,     ,     ,     ,     ,     ,     
salet,YBYGB,loser,GGGGG,     ,     ,     ,     ,     ,     
salet,YBYYB,louse,GGBGG,loose,GGGGG,     ,     ,     ,     
salet,YBYYB,louse,GGGGG,     ,     ,     ,     ,     ,     
salet,YBYYB,louse,YBBGY,bless,BGGGB,flesh,GGGGG,     ,     
salet,YBYYB,louse,YBBGY,bless,GGGGG,     ,     ,     ,     
salet,YBYYB,louse,YYBGG,close,GGGGG,     ,     ,     ,     
salet,YGBBB,crimp,BBBBB,gassy,GGGGG,     ,     ,     ,     
salet,YGBBB,crimp,BBBBY,pansy,GGGGG,     ,     ,     ,     
salet,YGBBB,crimp,BBBYB,mason,GGGGG,     ,     ,     ,     
salet,YGBBB,crimp,BBGBB,daisy,GGGGG,     ,     ,     ,     
salet,YGBBB,crimp,BBYBB,basin,GGGGB,basis,GGGGG,     ,     
salet,YGBBB,crimp,BBYBB,basin,GGGGG,     ,     ,     ,     
salet,YGBBB,crimp,BYBBB,harsh,GGGGG,     ,     ,     ,     
salet,YGBBB,crimp,BYBBY,raspy,GGGGG,     ,     ,     ,     
salet,YGBBB,crimp,BYBYB,marsh,GGGGG,     ,     ,     ,     
salet,YGBBB,crimp,YBYBB,basic,GGGGG,     ,     ,     ,     
salet,YGBBG,waist,GGGGG,     ,     ,     ,     ,     ,     
salet,YGBBY,nutty,BBBGB,pasta,GGGGG,     ,     ,     ,     
salet,YGBBY,nutty,BBBGG,hasty,BGGGG,pasty,GGGGG,     ,     
salet,YGBBY,nutty,BBBGG,hasty,GGGGG,     ,     ,     ,     
salet,YGBBY,nutty,BBGBG,patsy,GGGGG,     ,     ,     ,     
salet,YGBBY,nutty,BBYGG,tasty,GGGGG,     ,     ,     ,     
salet,YGBBY,nutty,GBBGG,nasty,GGGGG,     ,     ,     ,     
salet,YGBYB,pause,BGBGG,masse,BGBGG,raise,GGGGG,     ,     
salet,YGBYB,pause,BGBGG,masse,GGGGG,     ,     ,     ,     
salet,YGBYB,pause,BGGGG,cause,GGGGG,     ,     ,     ,     
salet,YGBYB,pause,GGBGG,parse,GGGGG,     ,     ,     ,     
salet,YGBYB,pause,GGGGG,     ,     ,     ,     ,     ,     
salet,YGBYY,batch,BGYBB,waste,BGGGG,paste,BGGGG,taste,GGGGG
salet,YGBYY,batch,BGYBB,waste,BGGGG,paste,GGGGG,     ,     
salet,YGBYY,batch,BGYBB,waste,GGGGG,     ,     ,     ,     
salet,YGBYY,batch,BGYBY,haste,GGGGG,     ,     ,     ,     
salet,YGBYY,batch,BGYYB,caste,GGGGG,     ,     ,     ,     
salet,YGBYY,batch,GGYBB,baste,GGGGG,     ,     ,     ,     
salet,YGGBB,palsy,GGGGG,     ,     ,     ,     ,     ,     
salet,YGGYB,false,GGGGG,     ,     ,     ,     ,     ,     
salet,YGYBB,basal,BGGBY,lasso,GGGGG,     ,     ,     ,     
salet,YGYBB,basal,BGGGG,nasal,GGGGG,     ,     ,     ,     
salet,YGYBB,basal,GGGBG,basil,GGGGG,     ,     ,     ,     
salet,YGYBB,basal,GGGGG,     ,     ,     ,     ,     ,     
salet,YGYGB,easel,GGGGG,     ,     ,     ,     ,     ,     
salet,YGYYB,lapse,GGGGG,     ,     ,     ,     ,     ,     
salet,YYBBB,crags,BBGBG,amass,GGGGG,     ,     ,     ,     
salet,YYBBB,crags,BBGBY,awash,BBGGB,quasi,GGGGG,     ,     
salet,YYBBB,crags,BBGBY,awash,BBGGG,quash,GGGGG,     ,     
salet,YYBBB,crags,BBGBY,awash,GGGGG,     ,     ,     ,     
salet,YYBBB,crags,BBGYY,gnash,GGGGG,     ,     ,     ,     
salet,YYBBB,crags,BBYBG,abyss,GBBGG,amiss,GGGGG,     ,     
salet,YYBBB,crags,BBYBG,abyss,GGGGG,     ,     ,     ,     
salet,YYBBB,crags,BBYBY,assay,GGGGG,     ,     ,     ,     
salet,YYBBB,crags,BGGBG,brass,GGGGG,     ,     ,     ,     
salet,YYBBB,crags,BGGBY,brash,GGGGG,     ,     ,     ,     
salet,YYBBB,crags,BGGYG,grass,GGGGG,     ,     ,     ,     
salet,YYBBB,crags,BGGYY,grasp,GGGGG,     ,     ,     ,     
salet,YYBBB,crags,BGYBY,arson,GGGGG,     ,     ,     ,     
salet,YYBBB,crags,GBGBG,chaos,GGGGG,     ,     ,     ,     
salet,YYBBB,crags,GBGBY,chasm,GGGGG,     ,     ,     ,     
salet,YYBBB,crags,GGGBG,crass,GGGGG,     ,     ,     ,     
salet,YYBBB,crags,GGGBY,crash,GGGGG,     ,     ,     ,     
salet,YYBBG,brace,BBGBB,toast,GGGGG,     ,     ,     ,     
salet,YYBBG,brace,BBGYB,coast,GGGGG,     ,     ,     ,     
salet,YYBBG,brace,BBYBB,angst,GGGGG,     ,     ,     ,     
salet,YYBBG,brace,BBYYB,ascot,GGGGG,     ,     ,     ,     
salet,YYBBG,brace,BYGBB,roast,GGGGG,     ,     ,     ,     
salet,YYBBG,brace,GBGBB,boast,GGGGG,     ,     ,     ,     
salet,YYBBY,artsy,GGGGG,     ,     ,     ,     ,     ,     
salet,YYBBY,artsy,YBYYB,vista,GGGGG,     ,     ,     ,     
salet,YYBBY,artsy,YGYGB,trash,GGGGG,     ,     ,     ,     
salet,YYBGB,ashen,GGBGB,askew,GGGGG,     ,     ,     ,     
salet,YYBGB,ashen,GGGGG,     ,     ,     ,     ,     ,     
salet,YYBGG,asset,GGGGG,     ,     ,     ,     ,     ,     
salet,YYBYB,brash,BBGGB,cease,GGGGG,     ,     ,     ,     
salet,YYBYB,brash,BBGGY,chase,BGGGG,phase,GGGGG,     ,     
salet,YYBYB,brash,BBGGY,chase,GGGGG,     ,     ,     ,     
salet,YYBYB,brash,BBGYB,usage,GGGGG,     ,     ,     ,     
salet,YYBYB,brash,BBYGB,amuse,GGGGG,     ,     ,     ,     
salet,YYBYB,brash,BBYYB,aside,GGGGG,     ,     ,     ,     
salet,YYBYB,brash,BBYYB,aside,YGBBY,essay,GGGGG,     ,     
salet,YYBYB,brash,BGGGB,erase,GGGGG,     ,     ,     ,     
salet,YYBYB,brash,BGYGB,arise,GGBGG,arose,GGGGG,     ,     
salet,YYBYB,brash,BGYGB,arise,GGGGG,     ,     ,     ,     
salet,YYBYB,brash,YBGGB,abase,GGGGG,     ,     ,     ,     
salet,YYBYB,brash,YBYGB,abuse,GGGGG,     ,     ,     ,     
salet,YYBYG,yeast,BGGGG,beast,BGGGG,feast,GGGGG,     ,     
salet,YYBYG,yeast,BGGGG,beast,GGGGG,     ,     ,     ,     
salet,YYBYG,yeast,GGGGG,     ,     ,     ,     ,     ,     
salet,YYBYY,tease,GGGGG,     ,     ,     ,     ,     ,     
salet,YYYBB,chals,BBGGY,psalm,GGGGG,     ,     ,     ,     
salet,YYYBB,chals,BBGYG,glass,GGGGG,     ,     ,     ,     
salet,YYYBB,chals,BBGYY,flask,GGGGG,     ,     ,     ,     
salet,YYYBB,chals,BBYYY,usual,GGGGG,     ,     ,     ,     
salet,YYYBB,chals,BYGYY,flash,GGGGG,     ,     ,     ,     
salet,YYYBB,chals,GBGYG,class,GGGGG,     ,     ,     ,     
salet,YYYBB,chals,GBGYY,clasp,GGGGG,     ,     ,     ,     
salet,YYYBB,chals,GYGYY,clash,GGGGG,     ,     ,     ,     
salet,YYYBG,blast,GGGGG,     ,     ,     ,     ,     ,     
salet,YYYYB,aisle,GGGGG,     ,     ,     ,     ,     ,     
salet,YYYYB,aisle,YBYYG,lease,GGGGG,     ,     ,     ,     
salet,YYYYB,aisle,YBYYY,leash,GGGGG,     ,     ,     ,     
salet,YYYYG,least,GGGGG,     ,     ,     ,     ,     ,     
